IUCN,IUCN Category,SPEC,Species,COU,Country,Value
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SVK,Slovak Republic,527.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,ESP,Spain,7586.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,ESP,Spain,246.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,ESP,Spain,272.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,ESP,Spain,523.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,ESP,Spain,1041.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,1603.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,90.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,39.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,139.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SWE,Sweden,268.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,2866.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,197.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,111.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,362.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CHE,Switzerland,780.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,TUR,Türkiye,12141.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,TUR,Türkiye,76.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,TUR,Türkiye,65.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,TUR,Türkiye,56.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,TUR,Türkiye,197.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,4562.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,113.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,51.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,229.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,GBR,United Kingdom,393.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,CHL,Chile,6103.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,CHL,Chile,199.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,CHL,Chile,153.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,CHL,Chile,426.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,EST,Estonia,2013.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,EST,Estonia,67.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,EST,Estonia,35.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,EST,Estonia,102.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,EST,Estonia,204.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,RUS,Russia,63.0
TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,3452.0
ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,80.0
VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,254.0
THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,SVN,Slovenia,334.0
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,AUS,Australia,5342.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,AUS,Australia,20.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,AUS,Australia,3.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,AUS,Australia,17.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,AUS,Australia,8.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,AUS,Australia,4.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,AUS,Australia,4.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,AUS,Australia,25.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,AUS,Australia,8.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,AUS,Australia,17.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,AUS,Australia,53.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,AUS,Australia,15.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,AUS,Australia,38.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,AUS,Australia,28.382
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,AUS,Australia,16.917
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,AUS,Australia,5.53
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,AUS,Australia,16.318
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,AUS,Australia,5.883
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,AUS,Australia,0.992
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,AUT,Austria,99.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,AUT,Austria,99.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,AUT,Austria,18.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,AUT,Austria,18.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,AUT,Austria,6.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,AUT,Austria,6.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,AUT,Austria,15.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,AUT,Austria,15.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,AUT,Austria,39.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,AUT,Austria,39.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,AUT,Austria,25.962
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,AUT,Austria,28.821
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,AUT,Austria,64.286
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,AUT,Austria,57.143
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,AUT,Austria,35.756
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,AUT,Austria,39.394
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,AUT,Austria,39.394
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,BEL,Belgium,142.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,BEL,Belgium,99.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,BEL,Belgium,43.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,BEL,Belgium,4.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,BEL,Belgium,3.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,BEL,Belgium,1.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,BEL,Belgium,3.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,BEL,Belgium,2.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,BEL,Belgium,1.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,BEL,Belgium,22.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,BEL,Belgium,9.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,BEL,Belgium,13.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,BEL,Belgium,29.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,BEL,Belgium,14.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,BEL,Belgium,15.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,BEL,Belgium,21.429
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,BEL,Belgium,27.778
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,BEL,Belgium,40.0
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,BEL,Belgium,31.579
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,BEL,Belgium,23.267
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,BEL,Belgium,20.423
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,BEL,Belgium,14.141
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,BEL,Belgium,34.884
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CAN,Canada,1392.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,CAN,Canada,1229.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CAN,Canada,163.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,CAN,Canada,28.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,CAN,Canada,13.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,CAN,Canada,15.0
CRITICAL,Number of critically endangered species,MAMMAL,Mammals,CAN,Canada,11.0
CRITICAL,Number of critically endangered species,BIRD,Birds,CAN,Canada,23.0
CRITICAL,Number of critically endangered species,REPTILE,Reptiles,CAN,Canada,4.0
CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CAN,Canada,3.0
CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,CAN,Canada,254.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,CAN,Canada,11.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,CAN,Canada,3.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,CAN,Canada,8.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,CAN,Canada,51.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,CAN,Canada,38.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,CAN,Canada,13.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,CAN,Canada,90.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,CAN,Canada,54.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,CAN,Canada,36.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,CAN,Canada,24.775
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,CAN,Canada,14.038
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,CAN,Canada,64.444
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,CAN,Canada,39.13
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,CAN,Canada,18.194
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,CAN,Canada,6.466
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,CAN,Canada,4.394
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,CAN,Canada,22.086
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,CZE,Czech Republic,80.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,80.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,CZE,Czech Republic,2.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,2.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,CZE,Czech Republic,15.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,15.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,CZE,Czech Republic,8.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,8.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,CZE,Czech Republic,25.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,25.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,CZE,Czech Republic,16.304
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,CZE,Czech Republic,44.796
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,CZE,Czech Republic,53.846
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,CZE,Czech Republic,76.19
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,CZE,Czech Republic,40.248
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,CZE,Czech Republic,31.25
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,CZE,Czech Republic,31.25
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,DNK,Denmark,55.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,DNK,Denmark,2.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,DNK,Denmark,6.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,DNK,Denmark,8.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,DNK,Denmark,12.676
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,DNK,Denmark,34.855
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,DNK,Denmark,33.333
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,DNK,Denmark,5.552
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,DNK,Denmark,14.545
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,FIN,Finland,63.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,FIN,Finland,3.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,FIN,Finland,3.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,FIN,Finland,4.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,FIN,Finland,10.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,FIN,Finland,11.268
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,FIN,Finland,33.992
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,FIN,Finland,16.667
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,FIN,Finland,10.0
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,FIN,Finland,8.067
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,FIN,Finland,15.873
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,FRA,France,80.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,FRA,France,6.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,FRA,France,4.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,FRA,France,5.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,FRA,France,15.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,FRA,France,13.6
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,FRA,France,27.02
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,FRA,France,23.684
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,FRA,France,22.857
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,FRA,France,18.75
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,DEU,Germany,103.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,DEU,Germany,9.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,DEU,Germany,8.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,DEU,Germany,11.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,DEU,Germany,28.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,DEU,Germany,36.449
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,DEU,Germany,33.571
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,DEU,Germany,69.231
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,DEU,Germany,47.619
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,DEU,Germany,32.753
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,DEU,Germany,27.184
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,GRC,Greece,665.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,GRC,Greece,511.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,GRC,Greece,154.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,GRC,Greece,16.0
ENDANGERED,Number of endangered species,MARINE_F,Marine Fish,GRC,Greece,4.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,GRC,Greece,12.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,GRC,Greece,19.0
CRITICAL,Number of critically endangered species,MARINE_F,Marine Fish,GRC,Greece,5.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,GRC,Greece,14.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,GRC,Greece,28.0
VULNERABLE,Number of vulnerable species,MARINE_F,Marine Fish,GRC,Greece,5.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,GRC,Greece,23.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,GRC,Greece,63.0
THREATENED,Total number of threatened species,MARINE_F,Marine Fish,GRC,Greece,14.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,GRC,Greece,49.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,GRC,Greece,25.217
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,GRC,Greece,14.091
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,GRC,Greece,13.636
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,GRC,Greece,26.087
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,GRC,Greece,4.359
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,GRC,Greece,9.474
THREAT_PERCENT,Threatened species as % of known species,MARINE_F,Marine Fish,GRC,Greece,2.74
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,GRC,Greece,31.818
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,HUN,Hungary,81.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,HUN,Hungary,81.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,HUN,Hungary,35.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,HUN,Hungary,35.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,HUN,Hungary,16.092
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,HUN,Hungary,32.773
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,HUN,Hungary,26.667
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,HUN,Hungary,11.111
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,HUN,Hungary,14.039
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,HUN,Hungary,43.21
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,HUN,Hungary,43.21
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,ISL,Iceland,5.0
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,ISL,Iceland,44.0
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,ISL,Iceland,11.872
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,IRL,Ireland,404.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,IRL,Ireland,376.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,IRL,Ireland,28.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,IRL,Ireland,1.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,IRL,Ireland,4.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,IRL,Ireland,5.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,IRL,Ireland,1.754
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,IRL,Ireland,27.198
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,IRL,Ireland,0.0
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,IRL,Ireland,33.333
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,IRL,Ireland,9.619
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,IRL,Ireland,17.857
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,ITA,Italy,641.0
TOT_KNOWN,Total number of known species,MARINE_F,Marine Fish,ITA,Italy,544.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,ITA,Italy,97.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,ITA,Italy,6.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,ITA,Italy,11.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,ITA,Italy,8.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,ITA,Italy,25.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,ITA,Italy,18.254
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,ITA,Italy,24.101
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,ITA,Italy,19.643
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,ITA,Italy,31.818
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,ITA,Italy,7.649
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,ITA,Italy,25.773
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,JPN,Japan,400.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,JPN,Japan,54.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,JPN,Japan,71.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,JPN,Japan,44.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,JPN,Japan,169.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,JPN,Japan,21.25
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,JPN,Japan,14.0
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,JPN,Japan,37.0
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,JPN,Japan,51.648
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,JPN,Japan,25.571
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,JPN,Japan,42.25
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,KOR,Korea,1326.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,KOR,Korea,13.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,KOR,Korea,13.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,KOR,Korea,4.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,KOR,Korea,4.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,KOR,Korea,7.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,KOR,Korea,7.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,KOR,Korea,24.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,KOR,Korea,24.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,KOR,Korea,11.2
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,KOR,Korea,9.854
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,KOR,Korea,15.625
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,KOR,Korea,18.519
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,KOR,Korea,4.082
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,KOR,Korea,1.81
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,LUX,Luxembourg,43.0
TOT_KNOWN,Total number of known species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,43.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,LUX,Luxembourg,1.0
ENDANGERED,Number of endangered species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,1.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,LUX,Luxembourg,3.0
CRITICAL,Number of critically endangered species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,3.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,LUX,Luxembourg,8.0
VULNERABLE,Number of vulnerable species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,8.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,LUX,Luxembourg,12.0
THREATENED,Total number of threatened species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,12.0
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,LUX,Luxembourg,19.847
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,LUX,Luxembourg,33.333
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,LUX,Luxembourg,28.571
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,LUX,Luxembourg,26.757
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,LUX,Luxembourg,27.907
THREAT_PERCENT,Threatened species as % of known species,FRESHW_F,Freshwater Fish,LUX,Luxembourg,27.907
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,MEX,Mexico,2763.0
ENDANGERED,Number of endangered species,FISH_TOT,Fish,MEX,Mexico,85.0
CRITICAL,Number of critically endangered species,FISH_TOT,Fish,MEX,Mexico,14.0
VULNERABLE,Number of vulnerable species,FISH_TOT,Fish,MEX,Mexico,76.0
THREATENED,Total number of threatened species,FISH_TOT,Fish,MEX,Mexico,175.0
THREAT_PERCENT,Threatened species as % of known species,MAMMAL,Mammals,MEX,Mexico,26.241
THREAT_PERCENT,Threatened species as % of known species,BIRD,Birds,MEX,Mexico,21.755
THREAT_PERCENT,Threatened species as % of known species,REPTILE,Reptiles,MEX,Mexico,17.838
THREAT_PERCENT,Threatened species as % of known species,AMPHIBIAN,Amphibians,MEX,Mexico,14.044
THREAT_PERCENT,Threatened species as % of known species,VASCULAR_PLANT,Vascular plants,MEX,Mexico,2.43
THREAT_PERCENT,Threatened species as % of known species,FISH_TOT,Fish,MEX,Mexico,6.334
TOT_KNOWN,Total number of known species,FISH_TOT,Fish,NLD,Netherlands,97.0
